merge_cod,freez,hum,lev_max,lev_mid,lev_min,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,code_merge,codigo, estacion,year,month
C034_Espejo_2017_NOV,10,81.4,,,,15,10,50.1,1.3,9.5,,7.3,19.3,13.8,2.2,5.6,62.6,28.8,C034_Espejo_2017_NOV,C034,Espejo,2017,NOV
C0AA_Etura_2017_NOV,12,86.9,0.236,0.135,,16,13,92,1.8,22,6.3,6.8,18.5,12.2,2.5,8.8,52.9,31.4,C0AA_Etura_2017_NOV,C0AA,Etura,2017,NOV
C067_Gardea_2017_NOV,1,83.5,0.622,0.196,,16,14,161,1.3,24.8,,9.8,22.4,15.4,5.6,6.8,70.6,28.7,C067_Gardea_2017_NOV,C067,Gardea,2017,NOV
C040_Gasteiz_2017_NOV,0,77.7,,,,,,,,,6.5,9.4,19.3,13.8,5.8,7.1,63.7,32.7,C040_Gasteiz_2017_NOV,C040,Gasteiz,2017,NOV
C044_Gorbea_2017_NOV,8,88.7,,,,16,14,204.8,3.4,48,,6.1,17.2,11.2,2.4,,,,C044_Gorbea_2017_NOV,C044,Gorbea,2017,NOV
C048_Herrera_2017_NOV,6,79.2,,,,15,13,58.7,1.6,12.4,6.0,6.1,16.9,9.0,3.5,17.8,85.0,53.4,C048_Herrera_2017_NOV,C048,Herrera,2017,NOV
C068_Ilarduia_2017_NOV,8,80.3,,,,17,16,133.2,1.3,22.7,,7.3,18.2,12.1,3.6,12.9,64.8,39.3,C068_Ilarduia_2017_NOV,C068,Ilarduia,2017,NOV
C024_Iturrieta_2017_NOV,15,83.8,,,,17,15,118.7,1.1,18.2,5.4,5.0,17.1,9.5,1.4,12.1,63.7,40.8,C024_Iturrieta_2017_NOV,C024,Iturrieta,2017,NOV
C00A_Kanpezu_2017_NOV,6,78.2,,,,,,,,,6.0,7.3,20.7,13.0,2.9,11.0,55.8,36.3,C00A_Kanpezu_2017_NOV,C00A,Kanpezu,2017,NOV
C047_Kapildui_2017_NOV,6,82.1,,,,18,12,100.7,1.4,21.9,,5.6,16.7,8.4,3.3,20.4,76.0,51.7,C047_Kapildui_2017_NOV,C047,Kapildui,2017,NOV
C031_Moreda_2017_NOV,0,73.6,,,,11,7,30.6,1.7,10.4,6.4,9.5,20.1,14.1,5.8,13.1,61.9,37.1,C031_Moreda_2017_NOV,C031,Moreda,2017,NOV
C041_Navarrete_2017_NOV,11,88.9,,,,16,10,64.1,1.7,14.5,5.9,6.1,19.1,12.1,1.9,8.3,49.7,30.9,C041_Navarrete_2017_NOV,C041,Navarrete,2017,NOV
C055_Ozaeta_2017_NOV,13,83.3,0.228,0.072,,17,13,104.6,0.9,20.6,,6.2,18.5,12.0,1.7,,,,C055_Ozaeta_2017_NOV,C055,Ozaeta,2017,NOV
C060_Páganos_2017_NOV,2,75.6,,,,12,7,27.8,1,6.6,6.4,7.9,18.7,12.8,4.2,10.6,86.0,41.1,C060_Páganos_2017_NOV,C060,Páganos,2017,NOV
C0A1_Pagoeta_2017_NOV,11,81.7,0.165,0.148,,,,,,,,5.9,16.8,11.3,1.3,,,,C0A1_Pagoeta_2017_NOV,C0A1,Pagoeta,2017,NOV
C021_Roitegi_2017_NOV,10,82.7,,,,,,,,,,5.8,17.0,9.7,2.2,17.6,87.1,47.4,C021_Roitegi_2017_NOV,C021,Roitegi,2017,NOV
C030_Salvatierra_2017_NOV,12,81.6,,,,16,13,72.7,1,13.6,6.0,6.9,19.3,12.7,2.5,7.4,49.3,29.1,C030_Salvatierra_2017_NOV,C030,Salvatierra,2017,NOV
C051_Saratxo_2017_NOV,5,78.0,0.704,0.161,,16,13,102.7,1.9,16.5,6.0,9.5,21.6,15.2,5.3,5.2,72.4,27.7,C051_Saratxo_2017_NOV,C051,Saratxo,2017,NOV
C0A0_Sarria_2017_NOV,14,89.3,0.689,0.176,,17,16,169.7,1.8,27.6,,5.7,17.7,11.6,1.8,,,,C0A0_Sarria_2017_NOV,C0A0,Sarria,2017,NOV
C049_Subijana_2017_NOV,12,82.6,,,,16,12,84.8,2.2,13.8,,6.2,18.2,12.6,1.4,,,,C049_Subijana_2017_NOV,C049,Subijana,2017,NOV
C00B_Tobillas_2017_NOV,13,81.7,,,,15,13,89.1,1.3,18.4,,6.2,19.4,12.6,1.6,5.9,119.9,34.4,C00B_Tobillas_2017_NOV,C00B,Tobillas,2017,NOV
C020_Trebiño_2017_NOV,10,81.2,,,,15,9,36.4,1.4,7.9,6.2,6.7,18.6,12.6,1.8,8.3,56.9,33.3,C020_Trebiño_2017_NOV,C020,Trebiño,2017,NOV
C070_Zaldiaran_2017_NOV,5,80.9,,,,16,10,45.7,2.8,13.1,,5.9,15.9,9.1,3.5,,,,C070_Zaldiaran_2017_NOV,C070,Zaldiaran,2017,NOV
C050_Zambrana_2017_NOV,8,76.4,,,,12,9,32.4,1.3,9.6,6.2,7.6,19.7,13.8,2.8,7.5,60.5,31.0,C050_Zambrana_2017_NOV,C050,Zambrana,2017,NOV
C0B1_Abusu (La Peña)_2017_NOV,0,83.6,1.761,0.422,,17,15,250.8,4.1,63.6,,10.0,21.8,14.6,6.4,,,,C0B1_Abusu (La Peña)_2017_NOV,C0B1,Abusu (La Peña),2017,NOV
C079_Amorebieta_2017_NOV,0,87.0,1.228,0.465,,16,16,193.4,1.9,38.7,,9.6,23.0,15.2,5.5,,,,C079_Amorebieta_2017_NOV,C079,Amorebieta,2017,NOV
C0C1_Aranguren_2017_NOV,3,84.2,1.179,0.578,,16,15,159.8,2.3,23.3,,9.6,23.5,15.9,5.3,,,,C0C1_Aranguren_2017_NOV,C0C1,Aranguren,2017,NOV
C061_Arboleda_2017_NOV,0,82.6,,,,16,15,233.5,4.6,43.8,5.7,10.6,21.4,14.3,7.4,13.9,99.0,43.9,C061_Arboleda_2017_NOV,C061,Arboleda,2017,NOV
C032_Areta_2017_NOV,4,84.1,0.522,0.284,,16,15,178.7,3.7,29.2,,9.0,22.2,14.9,4.9,,46.4,25.2,C032_Areta_2017_NOV,C032,Areta,2017,NOV
C002_Arteaga_2017_NOV,0,82.5,,,,17,15,158.5,2.7,35.3,5.6,10.6,24.3,16.2,6.1,4.0,38.2,25.6,C002_Arteaga_2017_NOV,C002,Arteaga,2017,NOV
C0C2_Balmaseda_2017_NOV,6,86.6,0.386,0.289,,16,14,161.1,1.6,31,,8.4,21.4,14.0,4.1,,,,C0C2_Balmaseda_2017_NOV,C0C2,Balmaseda,2017,NOV
C069_Bermeo_2017_NOV,0,75.7,,,,18,15,173,3.9,29.1,6.1,12.6,23.0,15.6,10.0,13.2,79.2,44.2,C069_Bermeo_2017_NOV,C069,Bermeo,2017,NOV
C0B6_Berna_2017_NOV,4,88.8,,,,17,16,193.5,4.4,37.7,,8.8,22.4,14.2,4.8,,,,C0B6_Berna_2017_NOV,C0B6,Berna,2017,NOV
C0BE_Berriatua_2017_NOV,0,,0.892,0.320,,17,16,192.3,2.9,29,,10.1,23.9,15.3,6.1,,,,C0BE_Berriatua_2017_NOV,C0BE,Berriatua,2017,NOV
C065_Cerroja_2017_NOV,0,77.5,,,,14,13,204.5,2.7,36.8,6.0,8.9,18.7,11.7,6.5,16.6,109.4,48.7,C065_Cerroja_2017_NOV,C065,Cerroja,2017,NOV
C003_Derio_2017_NOV,0,82.8,,,,16,16,197.5,2.3,43.9,5.6,10.3,23.4,15.8,6.1,5.1,52.6,29.3,C003_Derio_2017_NOV,C003,Derio,2017,NOV
C039_Deusto_2017_NOV,0,77.7,,,,16,14,197.6,4.1,55.1,6.0,11.5,23.4,15.9,8.2,11.5,74.2,41.3,C039_Deusto_2017_NOV,C039,Deusto,2017,NOV
C075_Eitzaga_2017_NOV,0,84.4,,,,17,16,189,2.8,31.7,,9.4,23.1,14.8,5.5,5.3,48.6,29.2,C075_Eitzaga_2017_NOV,C075,Eitzaga,2017,NOV
C074_Elorrio_2017_NOV,0,87.8,0.435,0.166,,16,16,154.8,2.2,20,,9.5,21.5,13.9,6.0,,,,C074_Elorrio_2017_NOV,C074,Elorrio,2017,NOV
C009_Galdakao_2017_NOV,0,82.4,2.677,0.870,,18,15,214.2,2.7,43.7,,10.6,22.5,15.7,6.8,,,,C009_Galdakao_2017_NOV,C009,Galdakao,2017,NOV
C038_Galindo_2017_NOV,0,73.3,,,,17,15,216.1,3.3,54.2,,11.9,23.9,16.3,8.4,6.8,74.2,34.0,C038_Galindo_2017_NOV,C038,Galindo,2017,NOV
C033_Igorre_2017_NOV,1,82.1,,,,17,14,207.6,2.6,44.5,5.6,10.1,22.5,15.4,6.0,6.3,58.3,30.7,C033_Igorre_2017_NOV,C033,Igorre,2017,NOV
C0BD_Iruzubieta_2017_NOV,2,87.8,0.693,0.239,,16,16,220,2.5,38.4,,8.8,22.4,14.1,4.7,,,,C0BD_Iruzubieta_2017_NOV,C0BD,Iruzubieta,2017,NOV
C036_Iurreta_2017_NOV,0,89.4,,,,16,16,163.4,2.1,35.3,6.0,9.7,22.9,14.5,6.1,7.4,61.2,33.3,C036_Iurreta_2017_NOV,C036,Iurreta,2017,NOV
C045_La Garbea_2017_NOV,0,84.7,,,,13,11,141.8,4.1,27.7,,8.5,17.8,11.6,6.1,,,,C045_La Garbea_2017_NOV,C045,La Garbea,2017,NOV
C0B7_Mañaria_2017_NOV,2,83.0,0.800,0.261,,16,15,186.4,1.9,42.8,,9.1,21.0,13.4,5.6,,,,C0B7_Mañaria_2017_NOV,C0B7,Mañaria,2017,NOV
C019_Matxitxako_2017_NOV,0,76.3,,,,18,14,153.8,4.1,24.6,5.8,10.4,22.4,13.0,8.2,28.1,105.5,63.4,C019_Matxitxako_2017_NOV,C019,Matxitxako,2017,NOV
C057_Mungia_2017_NOV,0,97.9,4.262,0.799,,17,15,200.5,3.4,37.6,5.8,11.1,24.0,16.5,6.7,6.5,57.6,32.7,C057_Mungia_2017_NOV,C057,Mungia,2017,NOV
C063_Muxika_2017_NOV,5,85.8,0.801,0.227,,17,16,178.8,3.4,38.5,,9.6,23.8,15.9,4.8,,,,C063_Muxika_2017_NOV,C063,Muxika,2017,NOV
C046_Oiz_2017_NOV,2,81.9,,,,16,16,157.4,1.9,23.9,,6.8,16.7,9.1,4.6,31.2,97.9,61.2,C046_Oiz_2017_NOV,C046,Oiz,2017,NOV
C0BA_Oleta_2017_NOV,0,84.0,1.000,0.305,,18,16,175.8,4,24.4,,10.9,24.8,16.2,6.7,,,,C0BA_Oleta_2017_NOV,C0BA,Oleta,2017,NOV
C059_Ordunte_2017_NOV,2,81.0,,,,16,14,212,2.9,38.9,,9.0,20.8,14.4,5.0,6.6,74.9,38.3,C059_Ordunte_2017_NOV,C059,Ordunte,2017,NOV
C072_Orduña_2017_NOV,2,80.0,,,,16,14,138.8,2.6,24.8,,6.6,15.6,9.6,4.2,22.1,124.9,56.6,C072_Orduña_2017_NOV,C072,Orduña,2017,NOV
C0B4_Orozko_2017_NOV,1,86.2,0.265,0.074,,16,14,164.2,2.3,33.3,,9.2,22.1,14.5,5.7,4.1,49.3,25.1,C0B4_Orozko_2017_NOV,C0B4,Orozko,2017,NOV
C054_Otxandio_2017_NOV,11,87.8,1.576,0.261,,17,16,222,2,46.1,5.8,6.4,18.5,11.8,2.1,5.4,45.7,30.3,C054_Otxandio_2017_NOV,C054,Otxandio,2017,NOV
C042_Punta Galea_2017_NOV,0,71.2,,,,17,15,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,C042_Punta Galea_2017_NOV,C042,Punta Galea,2017,NOV
C0B9_Sangroniz_2017_NOV,1,86.8,2.300,0.588,,17,15,241,4.3,49,,9.6,22.8,15.2,5.5,,,,C0B9_Sangroniz_2017_NOV,C0B9,Sangroniz,2017,NOV
C0C3_Sodupe_2017_NOV,1,84.7,,,,17,15,197.3,7.4,31.4,,9.6,23.8,15.9,5.4,4.6,45.7,25.7,C0C3_Sodupe_2017_NOV,C0C3,Sodupe,2017,NOV
C066_Untzueta_2017_NOV,1,80.1,,,,,,,,,,8.2,17.5,11.3,5.8,21.8,99.7,52.4,C066_Untzueta_2017_NOV,C066,Untzueta,2017,NOV
C022_Urkiola_2017_NOV,6,84.6,,,,16,16,206.4,2.6,50.3,5.6,6.4,16.4,10.0,3.2,10.2,68.4,40.8,C022_Urkiola_2017_NOV,C022,Urkiola,2017,NOV
C0B3_Urkizu_2017_NOV,5,84.5,1.185,0.342,,17,16,198.2,3.3,45.1,,9.4,22.4,15.1,5.1,,,,C0B3_Urkizu_2017_NOV,C0B3,Urkizu,2017,NOV
C037_Venta Alta_2017_NOV,0,81.3,,,,15,15,232.1,2.9,52.2,5.8,10.2,21.6,15.1,6.5,8.3,71.6,38.3,C037_Venta Alta_2017_NOV,C037,Venta Alta,2017,NOV
C0E5_Agauntza_2017_NOV,4,86.1,0.656,0.312,,17,16,122.8,2.1,20.4,,8.6,20.4,12.7,5.1,,,,C0E5_Agauntza_2017_NOV,C0E5,Agauntza,2017,NOV
C0DB_Aitzu_2017_NOV,6,87.3,0.543,0.234,,16,15,196.8,1.5,29.1,,7.4,20.3,13.3,3.6,,,,C0DB_Aitzu_2017_NOV,C0DB,Aitzu,2017,NOV
C0D3_Aixola_2017_NOV,1,86.7,0.196,0.084,,17,16,177.1,1.7,29.3,,7.9,20.4,12.6,4.4,,,,C0D3_Aixola_2017_NOV,C0D3,Aixola,2017,NOV
C0DD_Aizarnazabal_2017_NOV,0,84.4,1.046,0.539,,16,15,206,4.6,36.3,,9.5,20.8,13.2,6.3,,,,C0DD_Aizarnazabal_2017_NOV,C0DD,Aizarnazabal,2017,NOV
C0E9_Alegia_2017_NOV,0,94.2,0.940,0.480,,18,15,214.3,1.9,35.8,,9.0,24.0,15.2,5.7,,,,C0E9_Alegia_2017_NOV,C0E9,Alegia,2017,NOV
C078_Altzola_2017_NOV,0,86.4,1.138,0.544,,16,16,211.2,2.5,40.1,,9.6,22.7,14.4,6.3,,,,C078_Altzola_2017_NOV,C078,Altzola,2017,NOV
C052_Ameraun_2017_NOV,2,81.6,1.152,0.414,,16,16,364.7,4.1,59.2,,8.5,19.7,13.0,5.2,,,,C052_Ameraun_2017_NOV,C052,Ameraun,2017,NOV
C0E1_Amundarain_2017_NOV,3,89.1,0.779,0.363,,17,16,143.5,1.5,24.2,,8.8,20.8,13.5,5.0,,,,C0E1_Amundarain_2017_NOV,C0E1,Amundarain,2017,NOV
C077_Andoain_2017_NOV,1,89.4,1.145,0.562,,15,15,332.4,10.3,72.8,,9.4,22.1,14.2,5.7,,,,C077_Andoain_2017_NOV,C077,Andoain,2017,NOV
C080_Añarbe_2017_NOV,4,94.0,0.842,0.468,,16,15,336.4,3.6,46.8,,8.2,22.0,13.6,4.2,,,,C080_Añarbe_2017_NOV,C080,Añarbe,2017,NOV
C0E8_Araxes_2017_NOV,1,90.3,1.134,0.501,,17,15,273.6,2.3,52.2,,8.4,21.2,12.8,5.1,,,,C0E8_Araxes_2017_NOV,C0E8,Araxes,2017,NOV
C023_Arrasate_2017_NOV,4,80.2,,,,16,15,170,2.1,37.9,5.7,8.3,21.4,13.8,4.4,5.3,67.0,35.3,C023_Arrasate_2017_NOV,C023,Arrasate,2017,NOV
C084_Behobia_2017_NOV,0,76.5,,,,16,15,278.1,9.6,94.3,,10.8,22.5,14.9,7.5,,,,C084_Behobia_2017_NOV,C084,Behobia,2017,NOV
C0EA_Belauntza_2017_NOV,1,93.0,0.649,0.317,,16,15,291.4,3.9,49.1,,8.5,21.6,13.2,5.2,,,,C0EA_Belauntza_2017_NOV,C0EA,Belauntza,2017,NOV
C026_Berastegi_2017_NOV,9,83.0,,,,16,16,386.6,3,56.3,,7.9,19.8,12.5,3.9,5.9,73.8,34.0,C026_Berastegi_2017_NOV,C026,Berastegi,2017,NOV
C058_Bidania_2017_NOV,2,79.2,,,,17,15,336.3,2.7,65.5,5.7,8.0,18.4,11.1,5.2,9.2,68.0,40.3,C058_Bidania_2017_NOV,C058,Bidania,2017,NOV
C0F0_Ereñozu_2017_NOV,0,92.5,1.121,0.684,,16,15,293.7,6.6,58.6,,9.2,21.9,13.4,6.0,,,,C0F0_Ereñozu_2017_NOV,C0F0,Ereñozu,2017,NOV
C0F1_Eskas_2017_NOV,1,76.7,,,,17,16,403,4.5,66.4,,8.1,19.6,11.5,5.3,,,,C0F1_Eskas_2017_NOV,C0F1,Eskas,2017,NOV
C0E7_Estanda_2017_NOV,0,88.5,0.378,0.156,,17,16,150,1.8,25.5,,8.9,21.4,14.4,5.0,,,,C0E7_Estanda_2017_NOV,C0E7,Estanda,2017,NOV
C018_Higer_2017_NOV,0,71.5,,,,,,,,,0.6,12.4,23.4,15.6,9.2,13.6,78.1,43.7,C018_Higer_2017_NOV,C018,Higer,2017,NOV
C0DC_Ibai Eder_2017_NOV,0,91.4,0.514,0.235,,17,15,235.6,2.8,50.6,4.4,10.6,23.8,15.9,6.6,,,,C0DC_Ibai Eder_2017_NOV,C0DC,Ibai Eder,2017,NOV
C071_Jaizkibel_2017_NOV,0,75.9,,,,,,,,,,9.4,20.0,12.1,7.1,22.6,86.8,53.6,C071_Jaizkibel_2017_NOV,C071,Jaizkibel,2017,NOV
C0EC_Lasarte_2017_NOV,0,83.6,1.529,0.761,,16,14,267.9,9.3,53.6,5.5,10.4,22.4,15.0,6.9,6.8,49.7,32.5,C0EC_Lasarte_2017_NOV,C0EC,Lasarte,2017,NOV
C0DE_Matxinbenta_2017_NOV,5,90.6,0.375,0.161,,17,15,188.3,2,27.3,,7.7,19.9,11.8,4.4,,,,C0DE_Matxinbenta_2017_NOV,C0DE,Matxinbenta,2017,NOV
C017_Miramon_2017_NOV,0,85.7,,,,16,15,270.6,9.3,62.1,,10.8,23.6,15.2,7.4,10.4,59.8,40.8,C017_Miramon_2017_NOV,C017,Miramon,2017,NOV
C0F4_Oiartzun_2017_NOV,0,82.8,0.916,0.399,,16,16,237.4,8,50.3,,10.2,23.8,15.4,6.1,,,,C0F4_Oiartzun_2017_NOV,C0F4,Oiartzun,2017,NOV
C0D1_Oñati_2017_NOV,1,87.0,0.791,0.366,,16,14,154.1,1.8,24.3,,8.3,21.2,13.4,4.7,,,,C0D1_Oñati_2017_NOV,C0D1,Oñati,2017,NOV
C043_Ordizia_2017_NOV,0,85.6,,,,17,15,154.6,2,28.9,5.4,9.2,22.4,14.5,5.4,4.9,52.6,27.9,C043_Ordizia_2017_NOV,C043,Ordizia,2017,NOV
C0D2_San Prudentzio_2017_NOV,0,87.5,0.908,0.357,,16,14,173.1,1.4,30.6,,8.5,21.3,13.9,4.8,,,,C0D2_San Prudentzio_2017_NOV,C0D2,San Prudentzio,2017,NOV
C007_Santa Clara_2017_NOV,0,,,,,,,,,,5.7,12.0,23.3,15.4,8.8,15.6,78.1,49.1,C007_Santa Clara_2017_NOV,C007,Santa Clara,2017,NOV
C0D0_Urkulu_2017_NOV,3,84.0,0.438,0.140,,16,16,130.8,1.9,29.8,,8.3,20.2,13.4,4.9,,,,C0D0_Urkulu_2017_NOV,C0D0,Urkulu,2017,NOV
C064_Zarautz_2017_NOV,0,73.4,,,,16,15,198.9,3.5,36.2,,11.9,22.8,14.8,8.9,16.5,87.8,51.2,C064_Zarautz_2017_NOV,C064,Zarautz,2017,NOV
C028_Zegama_2017_NOV,0,76.5,,,,16,16,150.2,2.3,25.5,,8.7,18.2,11.9,5.8,9.0,67.3,38.5,C028_Zegama_2017_NOV,C028,Zegama,2017,NOV
C029_Zizurkil_2017_NOV,1,84.1,,,,17,15,281.7,3.8,46,5.5,10.5,22.2,14.8,7.1,8.7,68.4,38.6,C029_Zizurkil_2017_NOV,C029,Zizurkil,2017,NOV
C076_Abetxuko_2018_NOV,1,82.8,0.121,0.067,,16,12,69.9,1.7,12,,8.8,18.3,13.3,4.7,,,,C076_Abetxuko_2018_NOV,C076,Abetxuko,2018,NOV
C0A4_Albaina_2018_NOV,4,81.8,0.449,0.261,,,,,,,,8.6,17.4,13.2,4.0,,,,C0A4_Albaina_2018_NOV,C0A4,Albaina,2018,NOV
C056_Alegria_2018_NOV,1,80.1,0.516,0.303,,18,12,67,1.2,15.2,,9.1,17.7,12.8,5.6,9.1,64.8,41.0,C056_Alegria_2018_NOV,C056,Alegria,2018,NOV
C035_Altube_2018_NOV,1,83.6,,,,19,12,80.3,1.1,19.1,5.7,8.3,17.1,12.4,4.8,7.0,51.1,32.5,C035_Altube_2018_NOV,C035,Altube,2018,NOV
C0A3_Antoñana_2018_NOV,6,91.9,0.789,0.531,,,,,,,,7.7,16.1,12.1,3.7,,,,C0A3_Antoñana_2018_NOV,C0A3,Antoñana,2018,NOV
C016_Arkauti_2018_NOV,1,,,,,16,11,62.6,1.2,13.1,6.1,9.0,17.8,13.2,5.2,8.6,60.5,36.5,C016_Arkauti_2018_NOV,C016,Arkauti,2018,NOV
C025_Beluntza_2018_NOV,1,86.0,,,,,,,,,,8.1,16.3,11.7,5.2,19.3,84.6,51.8,C025_Beluntza_2018_NOV,C025,Beluntza,2018,NOV
C0A2_Egino_2018_NOV,1,82.3,0.545,0.259,,,,,,,,9.0,15.8,12.3,5.4,,,,C0A2_Egino_2018_NOV,C0A2,Egino,2018,NOV
C034_Espejo_2018_NOV,2,84.4,,,,17,15,75.9,0.9,14,,8.9,16.8,13.4,4.6,6.9,59.4,32.8,C034_Espejo_2018_NOV,C034,Espejo,2018,NOV
C0AA_Etura_2018_NOV,1,89.8,0.502,0.262,,19,12,88.8,1.5,16,5.7,8.9,17.6,12.8,4.7,10.5,58.0,39.5,C0AA_Etura_2018_NOV,C0AA,Etura,2018,NOV
C067_Gardea_2018_NOV,0,75.4,0.548,0.229,,17,13,69.4,1.1,14.1,,11.6,21.7,16.4,7.1,8.8,72.4,40.8,C067_Gardea_2018_NOV,C067,Gardea,2018,NOV
C040_Gasteiz_2018_NOV,0,82.1,,,,,,,,,6.3,10.5,18.3,13.7,7.6,9.4,72.0,41.4,C040_Gasteiz_2018_NOV,C040,Gasteiz,2018,NOV
C044_Gorbea_2018_NOV,1,90.3,,,,18,15,103.3,1.8,18.4,,7.5,16.7,11.9,4.1,,,,C044_Gorbea_2018_NOV,C044,Gorbea,2018,NOV
C048_Herrera_2018_NOV,0,88.4,,,,20,15,77.6,1.4,10.4,5.4,6.4,13.6,8.9,4.4,20.2,90.4,61.3,C048_Herrera_2018_NOV,C048,Herrera,2018,NOV
C068_Ilarduia_2018_NOV,1,77.8,,,,18,13,112.9,2.5,18.3,,9.4,16.3,12.7,5.8,15.7,89.6,51.8,C068_Ilarduia_2018_NOV,C068,Ilarduia,2018,NOV
C024_Iturrieta_2018_NOV,7,88.9,,,,20,13,89.4,4,17.2,5.1,6.1,13.3,9.1,3.0,16.1,68.8,48.9,C024_Iturrieta_2018_NOV,C024,Iturrieta,2018,NOV
C00A_Kanpezu_2018_NOV,5,92.2,,,,,,,,,5.4,8.6,16.4,12.8,4.7,10.9,67.0,41.4,C00A_Kanpezu_2018_NOV,C00A,Kanpezu,2018,NOV
C047_Kapildui_2018_NOV,0,93.5,,,,25,15,98.6,2.2,19.5,,6.0,11.7,8.4,4.2,23.9,85.3,60.8,C047_Kapildui_2018_NOV,C047,Kapildui,2018,NOV
C031_Moreda_2018_NOV,0,77.8,,,,17,12,54.3,0.7,11,5.7,10.1,17.6,13.7,7.2,12.4,55.4,40.0,C031_Moreda_2018_NOV,C031,Moreda,2018,NOV
C041_Navarrete_2018_NOV,5,91.5,,,,20,12,85,2.6,22.7,5.4,7.8,16.5,12.0,3.9,11.6,84.2,43.9,C041_Navarrete_2018_NOV,C041,Navarrete,2018,NOV
C055_Ozaeta_2018_NOV,3,82.1,0.377,0.111,,20,12,112.9,1.6,19.5,,8.2,17.2,12.6,3.6,,,,C055_Ozaeta_2018_NOV,C055,Ozaeta,2018,NOV
C060_Páganos_2018_NOV,0,80.2,,,,19,14,67.2,0.8,11.8,6.0,8.4,16.6,12.1,5.2,12.5,72.4,41.1,C060_Páganos_2018_NOV,C060,Páganos,2018,NOV
C0A1_Pagoeta_2018_NOV,7,80.5,0.219,0.180,,,,,,,,7.9,16.2,11.4,3.4,,,,C0A1_Pagoeta_2018_NOV,C0A1,Pagoeta,2018,NOV
C021_Roitegi_2018_NOV,2,,,,,,,,,,,6.7,14.1,9.4,3.7,18.5,74.2,52.7,C021_Roitegi_2018_NOV,C021,Roitegi,2018,NOV
C030_Salvatierra_2018_NOV,1,79.9,,,,17,12,97.7,1.4,22.9,6.0,9.0,17.3,13.2,4.8,8.4,66.2,39.5,C030_Salvatierra_2018_NOV,C030,Salvatierra,2018,NOV
C051_Saratxo_2018_NOV,0,72.7,0.512,0.173,,19,10,56.9,1.2,16.3,6.8,11.9,21.2,16.1,8.0,7.6,76.3,38.2,C051_Saratxo_2018_NOV,C051,Saratxo,2018,NOV
C0A0_Sarria_2018_NOV,2,87.8,1.023,0.322,,19,15,97.3,1.4,25.8,,7.5,17.2,12.2,3.4,,,,C0A0_Sarria_2018_NOV,C0A0,Sarria,2018,NOV
C049_Subijana_2018_NOV,3,80.1,,,,16,14,73.7,0.8,10,,8.5,16.9,12.8,4.6,,,,C049_Subijana_2018_NOV,C049,Subijana,2018,NOV
C00B_Tobillas_2018_NOV,3,81.8,,,,18,15,82.2,1.5,13.3,5.7,7.9,16.8,12.2,4.3,9.0,103.3,49.0,C00B_Tobillas_2018_NOV,C00B,Tobillas,2018,NOV
C020_Trebiño_2018_NOV,2,81.5,,,,14,10,42.4,1,6.8,6.1,8.6,17.3,12.7,4.5,11.1,70.9,43.4,C020_Trebiño_2018_NOV,C020,Trebiño,2018,NOV
C070_Zaldiaran_2018_NOV,0,85.5,,,,19,13,67.3,3.1,10.8,,7.0,14.6,10.0,4.7,31.0,88.6,64.2,C070_Zaldiaran_2018_NOV,C070,Zaldiaran,2018,NOV
C050_Zambrana_2018_NOV,1,80.5,,,,17,11,62.4,1.5,10.5,6.0,9.8,18.9,14.1,5.8,10.0,61.9,38.4,C050_Zambrana_2018_NOV,C050,Zambrana,2018,NOV
C0B1_Abusu (La Peña)_2018_NOV,0,78.0,1.226,0.391,,20,14,81.3,1.6,22.4,,12.0,20.7,15.9,8.3,,,,C0B1_Abusu (La Peña)_2018_NOV,C0B1,Abusu (La Peña),2018,NOV
C079_Amorebieta_2018_NOV,0,77.0,0.925,0.434,,21,15,80.5,1.4,26.6,,11.4,22.1,16.4,7.1,,,,C079_Amorebieta_2018_NOV,C079,Amorebieta,2018,NOV
C0C1_Aranguren_2018_NOV,0,76.5,1.253,0.605,,20,11,75.8,1.1,18.2,,12.4,24.8,17.8,8.6,,,,C0C1_Aranguren_2018_NOV,C0C1,Aranguren,2018,NOV
C061_Arboleda_2018_NOV,0,74.3,,,,19,13,74.3,3.1,14.8,,12.4,21.0,15.8,9.4,21.1,115.6,68.6,C061_Arboleda_2018_NOV,C061,Arboleda,2018,NOV
C032_Areta_2018_NOV,0,78.3,0.521,0.282,,18,12,66.6,1.1,13.6,,11.4,22.0,16.6,7.0,5.2,55.4,30.4,C032_Areta_2018_NOV,C032,Areta,2018,NOV
C002_Arteaga_2018_NOV,0,79.5,,,,19,13,66.8,1.6,16.5,5.9,12.2,23.4,17.4,7.6,4.3,48.6,29.1,C002_Arteaga_2018_NOV,C002,Arteaga,2018,NOV
C0C2_Balmaseda_2018_NOV,1,81.0,0.532,0.306,,17,11,69.4,1.4,22.3,,10.5,21.3,15.6,5.9,,,,C0C2_Balmaseda_2018_NOV,C0C2,Balmaseda,2018,NOV
